"SPECIES_CODE","SPECIES_NAME","COMMON_NAME","YEAR_ADDED","RACE.ebs","SCIENTIFIC.ebs","COMMON.ebs","ECOPATH_Num.ebs","ECOPATH_Name.ebs","EXPLORE_Name.ebs","RACE.goa","SCIENTIFIC.goa","COMMON.goa","ECOPATH_Num.goa","ECOPATH_Name.goa","RACE.ai","SCIENTIFIC.ai","COMMON.ai","ECOPATH_Num.ai","ECOPATH_Name.ai","PHYLUM_TAXON","CLASS_TAXON","ORDER_TAXON","FAMILY_TAXON","GENUS_TAXON","SPECIES_TAXON","NODC","RACE","NORPAC","NAME","IDLEVEL","MSVPA_PRED","MSVPA_PREY","ECOPATH_PRED","ECOPATH_PREY.x","GOAPOLL_PRED","GOAPOLL_PREY","BSIERP_PRED","BSIERP_PREY","NODC_CODE","BASE_NAME","LENFEST_NAME","WEBSITE_NAME","CRAB_TEAM","ECOPATH_PREY.y","EBS_CRAB","GOA_MED","HUDSON","EGOA","TROY","SSC_2023"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8831010000,NA,1,"Icelidae (sculpin)",0,NA,"MISC. PREY","Sculpin","Sculpin",NA,"ROUNDFISH",NA,"ROUNDFISH",8831010000,"Icelidae (sculpin)","Misc_sculpin","Cottid","Cottid","Sculpin","Forage.fish","Misc.fish.shallow","fish_other","Shelf_demersals","fish_other","fish_other"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8831020400,NA,1,"Artedius sp. (Irish lord)",0,NA,"MISC. PREY","Sculpin","Sculpin",NA,"ROUNDFISH",NA,"ROUNDFISH",8831020400,"Artedius sp. (Irish lord)","Misc_sculpin","Cottid","Cottid","Sculpin","Forage.fish","Misc.fish.shallow","fish_other","Shelf_demersals","fish_other","fish_other"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8831020404,NA,1,"Artedius meanyi ((Puget Sound sculpin)",0,NA,"MISC. PREY","Sculpin","Sculpin",NA,"ROUNDFISH",NA,"ROUNDFISH",8831020404,"Artedius meanyi ((Puget Sound sculpin)","Misc_sculpin","Cottid","Cottid","Sculpin","Forage.fish","Misc.fish.shallow","fish_other","Shelf_demersals","fish_other","fish_other"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8831023701,NA,1,"Thyriscus anoplus (sponge sculpin)",0,NA,"MISC. PREY","Sculpin","Sculpin",NA,"ROUNDFISH",NA,"ROUNDFISH",8831023701,"Thyriscus anoplus (sponge sculpin)","Misc_sculpin","Cottid","Cottid","Sculpin","Forage.fish","Misc.fish.shallow","fish_other","Shelf_demersals","fish_other","fish_other"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8831023803,NA,1,"Triglops macellus (roughspine sculpin)",0,NA,"MISC. PREY","Sculpin","Sculpin",NA,"ROUNDFISH",NA,"ROUNDFISH",8831023803,"Triglops macellus (roughspine sculpin)","Triglops_sculpin","Cottid","Cottid","Sculpin","Forage.fish","Misc.fish.shallow","fish_other","Shelf_demersals","fish_other","fish_other"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8831070000,NA,1,"Psychrolutidae (sculpin)",0,NA,"MISC. PREY","Sculpin","Sculpin",NA,"ROUNDFISH",NA,"ROUNDFISH",8831070000,"Psychrolutidae (sculpin)","Misc_sculpin","Cottid","Cottid","Sculpin","Forage.fish","Misc.fish.shallow","fish_other","Shelf_demersals","fish_other","fish_other"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8831080400,NA,1,"Asterotheca sp. (poacher)",0,NA,"MISC. PREY","Prickle squish round","Prickle squish round",NA,"ROUNDFISH",NA,"ROUNDFISH",8831080400,"Asterotheca sp. (poacher)","Poachers","Agonidae","Agonidae","Prickle squish round","Forage.fish","Shelf.forage","fish_other","Shelf_demersals","fish_other","fish_other"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8831080903,NA,1,"Occella verrucosa (warty poacher)",0,NA,"MISC. PREY","Prickle squish round","Prickle squish round",NA,"ROUNDFISH",NA,"ROUNDFISH",8831080903,"Occella verrucosa (warty poacher)","Poachers","Agonidae","Agonidae","Prickle squish round","Forage.fish","Shelf.forage","fish_other","Shelf_demersals","fish_other","fish_other"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8831090000,22169,1,"Cyclopteridae (snailfish)",0,NA,"MISC. PREY","Prickle squish round","Prickle squish round",NA,"ROUNDFISH",NA,"ROUNDFISH",8831090000,"Cyclopteridae (snailfish)","Lumpsuckers","Cyclopteridae","Cyclopteridae","Prickle squish round","Forage.fish","Shelf.forage","fish_other","Shelf_demersals","fish_other","fish_other"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8840030100,NA,1,"Bathymaster sp. (searcher)",0,NA,"MISC. PREY","Prickle squish round","Prickle squish round",NA,"ROUNDFISH",NA,"ROUNDFISH",8840030100,"Bathymaster sp. (searcher)","Bathymasteridae","Misc Teleost","Misc Teleost","Prickle squish round","Forage.fish","Shelf.forage","fish_other","Shelf_demersals","fish_other","fish_other"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8840160100,NA,1,"Chiasmodon sp. (swallower)",0,NA,"MISC. PREY","Prickle squish round","Prickle squish round",NA,"ROUNDFISH",NA,"ROUNDFISH",8840160100,"Chiasmodon sp. (swallower)","Swallower","Misc Teleost","Misc Teleost","Prickle squish round","Forage.fish","Shelf.forage","fish_other","Miscellaneous_deep-sea_fish","fish_other","fish_other"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8842020000,NA,1,"Anarhichadidae (wolffishes)",0,NA,"MISC. PREY","Prickle squish round","Prickle squish round",NA,"ROUNDFISH",NA,"ROUNDFISH",8842020000,"Anarhichadidae (wolffishes)","Wolffish","Misc Teleost","Misc Teleost","Prickle squish round","Forage.fish","Shelf.forage","fish_other","Shelf_demersals","fish_other","fish_other"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8842110101,NA,1,"Ptilichthys goodei (quillfish)",0,NA,"MISC. PREY","Prickle squish round","Prickle squish round",NA,"ROUNDFISH",NA,"ROUNDFISH",8842110101,"Ptilichthys goodei (quillfish)","Quillfish","Misc Teleost","Misc Teleost","Prickle squish round","Forage.fish","Shelf.forage","fish_other","Shelf_demersals","fish_other","fish_other"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8842120201,NA,1,"Alectridium aurantiacum (lesser prickleback)",0,NA,"MISC. PREY","Managed Forage","Managed Forage",NA,"Managed Forage",NA,"Managed Forage",8842120201,"Alectridium aurantiacum (lesser prickleback)","Stichaeidae","Stichaeidae","Stichaeidae","Managed Forage","Forage.fish","Shelf.forage","fish_other","Shelf_forage_fish","fish_other","fish_other"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8842120301,NA,1,"Allolumpenus hypochromus (y-prickleback)",0,NA,"MISC. PREY","Managed Forage","Managed Forage",NA,"Managed Forage",NA,"Managed Forage",8842120301,"Allolumpenus hypochromus (y-prickleback)","Stichaeidae","Stichaeidae","Stichaeidae","Managed Forage","Forage.fish","Shelf.forage","fish_other","Shelf_forage_fish","fish_other","fish_other"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8842120400,NA,1,"Anoplarchus sp. (cockscomb)",0,NA,"MISC. PREY","Managed Forage","Managed Forage",NA,"Managed Forage",NA,"Managed Forage",8842120400,"Anoplarchus sp. (cockscomb)","Stichaeidae","Stichaeidae","Stichaeidae","Managed Forage","Forage.fish","Shelf.forage","fish_other","Shelf_forage_fish","fish_other","fish_other"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8842121200,NA,1,"Poroclinus sp. (prickleback)",0,NA,"MISC. PREY","Managed Forage","Managed Forage",NA,"Managed Forage",NA,"Managed Forage",8842121200,"Poroclinus sp. (prickleback)","Stichaeidae","Stichaeidae","Stichaeidae","Managed Forage","Forage.fish","Shelf.forage","fish_other","Shelf_forage_fish","fish_other","fish_other"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8842121600,NA,1,"Cryptacanthodidae (wrymouth)",0,NA,"MISC. PREY","Prickle squish round","Prickle squish round",NA,"ROUNDFISH",NA,"ROUNDFISH",8842121600,"Cryptacanthodidae (wrymouth)","Stichaeidae","Stichaeidae","Stichaeidae","Managed Forage","Forage.fish","Shelf.forage","fish_other","Shelf_forage_fish","fish_other","fish_other"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8842130201,NA,1,"Pholis clemensi (longfin gunnel)",0,NA,"MISC. PREY","Managed Forage","Managed Forage",NA,"Managed Forage",NA,"Managed Forage",8842130201,"Pholis clemensi (longfin gunnel)","Gunnels","Pholidae","Pholidae","Managed Forage","Forage.fish","Shelf.forage","fish_other","Shelf_forage_fish","fish_other","fish_other"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8842130206,NA,1,"Pholis ornata (saddleback gunnel)",0,NA,"MISC. PREY","Managed Forage","Managed Forage",NA,"Managed Forage",NA,"Managed Forage",8842130206,"Pholis ornata (saddleback gunnel)","Gunnels","Pholidae","Pholidae","Managed Forage","Forage.fish","Shelf.forage","fish_other","Shelf_forage_fish","fish_other","fish_other"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.857e+09,NA,1,"Pleuronectoidei (flatfish)",0,"PLEURONECTIDAE","MISC. PREY","Gen. Flatfish","Gen. Flatfish",NA,"FLATS",NA,"FLATS",8.857e+09,"Pleuronectoidei (flatfish)","General_flatfish","Misc Flatfish","Misc Flatfish","Gen. Flatfish","Flatfish","Sm.Flatfish","fish_other","Shallow-water_flatfish","fish_other","Flatfish"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8857040900,NA,1,"Limanda sp.",0,NA,"MISC. PREY","Misc. Flatfish","Misc. Flatfish",NA,"FLATS",NA,"FLATS",8857040900,"Limanda sp.","General_flatfish","Misc Flatfish","Misc Flatfish","Misc. Flatfish","Flatfish","Sm.Flatfish","fish_other","Shallow-water_flatfish","fish_other","Flatfish"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5001020201,NA,1,"Antinoella macrolepida (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001020201,"Antinoella macrolepida (polychaete)","Polynoidae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5001021502,NA,1,"Polynoe gracilis (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001021502,"Polynoe gracilis (polychaete)","Polynoidae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5001022301,NA,1,"Tenonia kisapensis (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001022301,"Tenonia kisapensis (polychaete)","Polynoidae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5001250113,NA,1,"Nephtys californiensis (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001250113,"Nephtys californiensis (polychaete)","Nephtyidae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5001310107,NA,1,"Lumbrineris japonica (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001310107,"Lumbrineris japonica (polychaete)","Lumbrineridae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5001400102,NA,1,"Haploscolopos elongatus (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001400102,"Haploscolopos elongatus (polychaete)","Orbiniidae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5001440100,NA,1,"Magelona sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001440100,"Magelona sp. (polychaete)","Magelonidae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5001580403,NA,1,"Travisia pupa (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001580403,"Travisia pupa (polychaete)","Opheliidae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5001620000,NA,1,"Arenicolidae (polychaete) ",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001620000,"Arenicolidae (polychaete) ","Arenicolidae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5001631600,NA,1,"Micromaldane sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001631600,"Micromaldane sp. (polychaete)","Maldanidae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5001631601,NA,1,"Micromaldane ornithochaeta (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001631601,"Micromaldane ornithochaeta (polychaete)","Maldanidae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5001680600,NA,1,"Nicolea sp. (polychaete)",0,NA,"MISC. PREY","Polychaete","Polychaete",NA,"INFAUNA",NA,"INFAUNA",5001680600,"Nicolea sp. (polychaete)","Terebellidae","Polychaeta","Polychaeta","Polychaete","Polychaete","Infauna","benthos","Infauna","benthos","Polychaete"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5103330000,NA,1,"Turritellidae (turret snail) ",0,NA,"MISC. PREY","Snail","Snail",NA,"EPIFAUNA",NA,"EPIFAUNA",5103330000,"Turritellidae (turret snail) ","Gastropod","Gastropod","Gastropod","Snail","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5103660404,NA,1,"Velutina pliciatis (Ribbed velvet snail)",0,NA,"MISC. PREY","Snail","Snail",NA,"EPIFAUNA",NA,"EPIFAUNA",5103660404,"Velutina pliciatis (Ribbed velvet snail)","Gastropod","Gastropod","Gastropod","Snail","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5502040501,NA,1,"Yoldia amygdalea (clam)",0,NA,"MISC. PREY","Clam","Clam",NA,"INFAUNA",NA,"INFAUNA",5502040501,"Yoldia amygdalea (clam)","Nuculoida_clam","Bivalvia","Bivalvia","Clam","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5502040507,NA,1,"Yoldia thraciaeformis (Axe Yoldia )",0,NA,"MISC. PREY","Clam","Clam",NA,"INFAUNA",NA,"INFAUNA",5502040507,"Yoldia thraciaeformis (Axe Yoldia )","Nuculoida_clam","Bivalvia","Bivalvia","Clam","Epifauna","Infauna","benthos","Infauna","benthos","benthos"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5704020100,NA,1,"Rossia sp. (squid)",0,NA,"MISC. PREY","Squid","Squid",NA,"CEPHALOPOD",NA,"Squid",5704020100,"Rossia sp. (squid)","Misc_squid","Misc Cephalopoda","Teuthida","Squid","Forage.fish","Squids","squids","Squid","fish_other","squids"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6118010201,NA,1,"Calanus cristatus  (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP Calanus",6118010201,"Calanus cristatus  (copepod)","Copepoda","Copepoda","Copepoda","Copepod","Copepods","Copepods","copepods","Cope_Calanus","copepods","copepods"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6118010206,NA,1,"Calanus plumchrus (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP Calanus",6118010206,"Calanus plumchrus (copepod)","Copepoda",NA,"Copepoda","Copepod","Copepods","Copepods","copepods","Cope_Calanus","copepods","copepods"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6118160101,NA,1,"Gaussia princeps (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP Metridiidae",6118160101,"Gaussia princeps (copepod)","Copepoda","Copepoda","Copepoda","Copepod","Copepods","Copepods","copepods","Small_copepods","copepods","copepods"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6118999994,NA,1,"Rooper's Copes < 2.5 mm (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP small",6118999994,"Rooper's Copes < 2.5 mm (copepod)","Copepoda","Copepoda","Copepoda","Copepod","Copepods","Copepods","copepods","Small_copepods","copepods","copepods"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6118999995,NA,1,"Rooper's Copes => 2.5 mm (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP large",6118999995,"Rooper's Copes => 2.5 mm (copepod)","Copepoda","Copepoda","Copepoda","Copepod","Copepods","Copepods","copepods","Small_copepods","copepods","copepods"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.144e+09,NA,1,"Malacostraca Phyllocarida ",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6.144e+09,"Malacostraca Phyllocarida ","Misc_Malacostraca","Misc Crustacea","Other","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.149e+09,NA,1,"Peracarida (Alison's code) ",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid",6.149e+09,"Peracarida (Alison's code) ","Misc_Malacostraca",NA,"Other","Mysid","Shrimp","Benthic.zoop","zoop_other","Mysids","zoop_other","Mysid"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6169060000,NA,1,"Aoridae  (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169060000,"Aoridae  (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6169060300,NA,1,"Lembos sp. (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169060300,"Lembos sp. (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6169220201,NA,1,"Pontoporeia femorata  (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169220201,"Pontoporeia femorata  (amphipod)","Gammaridea",NA,"Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6169269901,NA,1,"Cheiriphotis megacheles  (amphipod)",0,NA,"MISC. PREY","Benth Amph","Benth Amph",NA,"Benth Amph",NA,"Benth Amph",6169269901,"Cheiriphotis megacheles  (amphipod)","Gammaridea","Gammaridea","Amphipoda","Benth Amph","Amphipods","Benthic.zoop","amphipods","Motile_epifauna","amphipods","amphipods"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6170011004,NA,1,"Themisto japonica  (amphipod)",0,NA,"MISC. PREY","Pel Amph","Pel Amph",NA,"Pel Amph",NA,"Pel Amph",6170011004,"Themisto japonica  (amphipod)","Hyperiidea","Hyperiidea","Amphipoda","Pel Amph","Amphipods","Pred.zoop","amphipods","Pelagic_amphipods","amphipods","amphipods"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6177060102,NA,1,"Bentheogennema bu (Burkenroad's blunt-tailed shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp",6177060102,"Bentheogennema bu (Burkenroad's blunt-tailed shrimp)","Benthesicymidae_shrimp","Misc Decapoda","Shrimp","NP Shrimp","Shrimp","Benthic.zoop","zoop_other","Motile_epifauna","zoop_other","zoop_other"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6183081101,NA,1,"Cryptolithodes sitchensis (Umbrella crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB",6183081101,"Cryptolithodes sitchensis (Umbrella crab)","Misc_Lithodidae","Misc Lithodidae","Misc Crab","Misc. Crab","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8126000001,NA,1,"Brittle star legs (Kevin's code) ",0,NA,"MISC. PREY","Brittle Star","Brittle Star",NA,"EPIFAUNA",NA,"EPIFAUNA",8126000001,"Brittle star legs (Kevin's code) ","Brittle_star","Brittle Star","Benthos","Brittle Star","Epifauna","Motile.epifauna","benthos","Motile_epifauna","benthos","benthos"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8406010500,NA,1,"Styela sp. (Sea potatos)",0,NA,"MISC. PREY","Benth. Urochordata","Benth. Urochordata",NA,"EPIFAUNA",NA,"EPIFAUNA",8406010500,"Styela sp. (Sea potatos)","Tunicate","Tunicate","Tunicate","Benth. Urochordata","Epifauna","Structural.epifauna","benthos","Sessile_epifauna","benthos","benthos"
