SPECIES_CODE,SPECIES_NAME,COMMON_NAME,ECOPATH_Name.goa,EGOA,FINAL_GOA,wgoa.wt,egoa.wt,PHYLUM_TAXON,CLASS_TAXON,ORDER_TAXON,FAMILY_TAXON,GENUS_TAXON,SPECIES_TAXON
81311,Pteraster sp. cf. temnochiton (Clark 1999),NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Asteroidea,Spinulosida,Pterasteridae,Pteraster,"sp. cf. temnochiton (Clark, 1999)"
81312,Pteraster temnochiton,cushion sea star,Sea stars,NA,Motile_epifauna,29.48376524,0,Echinodermata,Asteroidea,Spinulosida,Pterasteridae,Pteraster,temnochiton
81313,Pteraster sp. A (Clark 1999),NA,Sea stars,NA,Motile_epifauna,77.09697772,0,Echinodermata,Asteroidea,Spinulosida,Pterasteridae,Pteraster,"sp. A (Clark, 1999)"
81314,Pteraster sp. B (Clark 1997),NA,Sea stars,NA,Motile_epifauna,0.527030123,0,Echinodermata,Asteroidea,Spinulosida,Pterasteridae,Pteraster,"sp. B (Clark, 1997)"
81315,Pteraster tesselatus,NA,Sea stars,NA,Motile_epifauna,4275.222199,336.5541475,Echinodermata,Asteroidea,Spinulosida,Pterasteridae,Pteraster,tesselatus
81316,Pteraster jordani,NA,Sea stars,NA,Motile_epifauna,187.9608716,10.41517928,Echinodermata,Asteroidea,Spinulosida,Pterasteridae,Pteraster,jordani
81317,Pteraster willsi,NA,Sea stars,NA,Motile_epifauna,3.710346057,0,Echinodermata,Asteroidea,Spinulosida,Pterasteridae,Pteraster,willsi
81318,Pteraster sp. D (Clark),NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Asteroidea,Spinulosida,Pterasteridae,Pteraster,sp. D (Clark)
81319,Pteraster sp. E (Clark),NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Asteroidea,Spinulosida,Pterasteridae,Pteraster,sp. E (Clark)
81320,Pteraster militaris,wrinkled star,Sea stars,NA,Motile_epifauna,582.8183289,104.4000868,Echinodermata,Asteroidea,Spinulosida,Pterasteridae,Pteraster,militaris
81321,Pteraster marssipus,NA,Sea stars,NA,Motile_epifauna,216.9253716,3.804524689,Echinodermata,Asteroidea,Spinulosida,Pterasteridae,Pteraster,marssipus
81322,Pteraster octaster,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Asteroidea,Spinulosida,Pterasteridae,Pteraster,octaster
81323,Pteraster sp. F (Clark),NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Asteroidea,Spinulosida,Pterasteridae,Pteraster,sp. F (Clark)
81340,Pteraster tesselatus arcuatus,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Asteroidea,Spinulosida,Pterasteridae,Pteraster,tesselatus arcuatus
81345,Pteraster trigonodon,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Asteroidea,Spinulosida,Pterasteridae,Pteraster,trigonodon
81350,Pteraster coscinopeplus,deepwater Pteraster,NA,NA,Motile_epifauna,0,0,Echinodermata,Asteroidea,Spinulosida,Pterasteridae,Pteraster,coscinopeplus
81355,Pteraster obscurus,obscure sea star,Sea stars,NA,Motile_epifauna,64.24299662,9.071912299,Echinodermata,Asteroidea,Spinulosida,Pterasteridae,Pteraster,obscurus
81356,Pteraster pulvillus,NA,Sea stars,NA,Motile_epifauna,0.096140326,0.498721652,Echinodermata,Asteroidea,Spinulosida,Pterasteridae,Pteraster,pulvillus
81360,Diplopteraster multipes,pincushion sea star,Sea stars,NA,Motile_epifauna,3498.504764,517.9461088,Echinodermata,Asteroidea,Spinulosida,Pterasteridae,Diplopteraster,multipes
81361,Diplopteraster sp.,NA,Sea stars,NA,Motile_epifauna,8.86458644,0,Echinodermata,Asteroidea,Spinulosida,Pterasteridae,Diplopteraster,NA
81365,Hymenaster sp.,pancake star,Sea stars,NA,Motile_epifauna,0,1.613227693,Echinodermata,Asteroidea,Spinulosida,Pterasteridae,Hymenaster,NA
81370,Thrissacanthias penicillatus,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Thrissacanthias,penicillatus
81741,Asterias sp.,NA,Sea stars,NA,Motile_epifauna,34.77536151,0,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Asterias,NA
81742,Asterias amurensis,purple-orange sea star,Sea stars,Motile_epifauna,Motile_epifauna,6654.50124,0,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Asterias,amurensis
81743,Astropecten californicus,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Astropecten,californicus
81779,Ctenodiscus sp.,NA,Sea stars,NA,Motile_epifauna,578.3392684,485.3134817,Echinodermata,Asteroidea,Paxillosida,Ctenodiscidae,Ctenodiscus,NA
81780,Ctenodiscus crispatus,common mud star,Sea stars,Motile_epifauna,Motile_epifauna,62554.87261,5697.310559,Echinodermata,Asteroidea,Paxillosida,Ctenodiscidae,Ctenodiscus,crispatus
81820,Leptychaster sp.,NA,Sea stars,NA,Motile_epifauna,80.97175553,5.498904421,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Leptychaster,NA
81829,Leptychaster anomalus,NA,Sea stars,NA,Motile_epifauna,7.137095719,0.134271488,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Leptychaster,anomalus
81830,Leptychaster pacificus,NA,Sea stars,NA,Motile_epifauna,4.790502723,0.381921552,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Leptychaster,pacificus
81831,Leptychaster propinquus,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Leptychaster,propinquus
81835,Leptychaster arcticus,North Pacific sea star,Sea stars,NA,Motile_epifauna,62.98001957,14.00706892,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Leptychaster,arcticus
81840,Cladaster validus,NA,Sea stars,NA,Motile_epifauna,2.050458844,0.69346751,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Cladaster,validus
81841,Cladaster sp.,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Cladaster,NA
81850,Dipsacaster sp.,NA,Sea stars,NA,Motile_epifauna,151.9182375,40.00082304,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Dipsacaster,NA
81860,Dipsacaster anoplus,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Dipsacaster,anoplus
81870,Dipsacaster borealis,northern sea star,Sea stars,NA,Motile_epifauna,2279.025715,901.3581196,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Dipsacaster,borealis
81875,Dipsacaster eximus,NA,Sea stars,NA,Motile_epifauna,287.5812699,98.87596988,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Dipsacaster,eximus
81880,Psilaster pectinatus,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Psilaster,pectinatus
81890,Benthopectinidae,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Asteroidea,Notomyotida,Benthopectinidae,NA,NA
81908,Cheiraster sp.,NA,Sea stars,NA,Motile_epifauna,116.2377975,32.94697752,Echinodermata,Asteroidea,Notomyotida,Benthopectinidae,Cheiraster,NA
81909,Cheiraster sp. A (Clark 2006),Aleutian fragile sea star,Sea stars,NA,Motile_epifauna,8.471323061,0.417983751,Echinodermata,Asteroidea,Notomyotida,Benthopectinidae,Cheiraster,"sp. A (Clark, 2006)"
81910,Cheiraster dawsoni,fragile sea star,Sea stars,NA,Motile_epifauna,1980.241553,358.7572982,Echinodermata,Asteroidea,Notomyotida,Benthopectinidae,Cheiraster,dawsoni
81912,Nearchaster variabilis,NA,Sea stars,NA,Motile_epifauna,125.0117292,254.3568929,Echinodermata,Asteroidea,Notomyotida,Benthopectinidae,Nearchaster,variabilis
81919,Nearchaster sp.,NA,Sea stars,NA,Motile_epifauna,15.4688411,67.28015359,Echinodermata,Asteroidea,Notomyotida,Benthopectinidae,Nearchaster,NA
81920,Nearchaster aciculosus,NA,Sea stars,NA,Motile_epifauna,43.59853815,23.43635664,Echinodermata,Asteroidea,Notomyotida,Benthopectinidae,Nearchaster,aciculosus
81921,Nearchaster pedicellaris,NA,Sea stars,NA,Motile_epifauna,67.24706709,30.09514155,Echinodermata,Asteroidea,Notomyotida,Benthopectinidae,Nearchaster,pedicellaris
81930,Astronebris tatafilius,NA,Brittle stars,NA,Motile_epifauna,2.515419522,0,Echinodermata,Ophiuroidea,Phrynophiurida,Asteronychidae,Astronebris,tatafilius
82000,Brisingella pusilla,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Asteroidea,Brisingida,Brisingidae,Brisingella,pusilla
82001,Brisingella exilis,NA,Sea stars,NA,Motile_epifauna,0.997814817,0,Echinodermata,Asteroidea,Brisingida,Brisingidae,Brisingella,exilis
82002,Brisingella sp.,NA,Sea stars,NA,Motile_epifauna,0.157587648,0,Echinodermata,Asteroidea,Brisingida,Brisingidae,Brisingella,NA
82003,Brisingidae,brisingid sea star,Sea stars,NA,Motile_epifauna,0.383255447,0,Echinodermata,Asteroidea,Brisingida,Brisingidae,NA,NA
82030,Zoroasteridae,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Asteroidea,Forcipulatida,Zoroasteridae,NA,NA
82035,Sagenaster evermanni,Evermann seastar,NA,NA,Motile_epifauna,0,0,Echinodermata,Asteroidea,Forcipulatida,Zoroasteridae,Sagenaster,evermanni
82060,Zoroaster ophiurus,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Asteroidea,Forcipulatida,Zoroasteridae,Zoroaster,ophiurus
82090,Myxoderma platyacanthum,NA,Sea stars,NA,Motile_epifauna,0,0.242337745,Echinodermata,Asteroidea,Forcipulatida,Zoroasteridae,Myxoderma,platyacanthum
82091,Myxoderma sacculatum,NA,Sea stars,NA,Motile_epifauna,2.12779047,0.876016346,Echinodermata,Asteroidea,Forcipulatida,Zoroasteridae,Myxoderma,sacculatum
82100,Anteliaster sp.,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Asteroidea,Forcipulatida,Pedicellasteridae,Anteliaster,NA
82101,Anteliaster nannodes,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Asteroidea,Forcipulatida,Pedicellasteridae,Anteliaster,nannodes
82500,Echinacea,sea urchin unid.,Urchins dollars cucumbers,Motile_epifauna,Motile_epifauna,19388.13962,9950.123471,Echinodermata,Echinoidea,NA,NA,NA,NA
82510,Strongylocentrotus droebachiensis,green sea urchin,Urchins dollars cucumbers,NA,Motile_epifauna,119080.9967,5431.130625,Echinodermata,Echinoidea,Echinoida,Strongylocentrotidae,Strongylocentrotus,droebachiensis
82511,Strongylocentrotus sp.,NA,Urchins dollars cucumbers,NA,Motile_epifauna,75659.52086,3424.677719,Echinodermata,Echinoidea,Echinoida,Strongylocentrotidae,Strongylocentrotus,NA
82515,Strongylocentrotus echinoides,NA,Urchins dollars cucumbers,NA,Motile_epifauna,0,10.72794611,Echinodermata,Echinoidea,Echinoida,Strongylocentrotidae,Strongylocentrotus,echinoides
82520,Strongylocentrotus franciscanus,red sea urchin,Urchins dollars cucumbers,NA,Motile_epifauna,1676.787253,1225.37827,Echinodermata,Echinoidea,Echinoida,Strongylocentrotidae,Strongylocentrotus,franciscanus
82522,Strongylocentrotus polyacanthus,NA,Urchins dollars cucumbers,NA,Motile_epifauna,8706.099596,157.7802395,Echinodermata,Echinoidea,Echinoida,Strongylocentrotidae,Strongylocentrotus,polyacanthus
82525,Strongylocentrotus purpuratus,purple sea urchin,Urchins dollars cucumbers,NA,Motile_epifauna,131.4398013,116.9050822,Echinodermata,Echinoidea,Echinoida,Strongylocentrotidae,Strongylocentrotus,purpuratus
82526,Strongylocentrotus pallidus,white sea urchin,Urchins dollars cucumbers,NA,Motile_epifauna,8575.100212,1419.294699,Echinodermata,Echinoidea,Echinoida,Strongylocentrotidae,Strongylocentrotus,pallidus
82527,Strongylocentrotus sp. A,NA,Urchins dollars cucumbers,NA,Motile_epifauna,1.659043974,0,Echinodermata,Echinoidea,Echinoida,Strongylocentrotidae,Strongylocentrotus,sp. A
82528,Strongylocentrotus sp. B,NA,Urchins dollars cucumbers,NA,Motile_epifauna,14.286212,0,Echinodermata,Echinoidea,Echinoida,Strongylocentrotidae,Strongylocentrotus,sp. B
82530,Allocentrotus fragilis,orange-pink sea urchin,Urchins dollars cucumbers,NA,Motile_epifauna,15557.43292,14216.18456,Echinodermata,Echinoidea,Echinoida,Strongylocentrotidae,Allocentrotus,fragilis
82535,Allocentrotus sp.,NA,Urchins dollars cucumbers,NA,Motile_epifauna,8.367123859,187.0723741,Echinodermata,Echinoidea,Echinoida,Strongylocentrotidae,Allocentrotus,NA
82650,NA,heart urchin unid.,Urchins dollars cucumbers,NA,Motile_epifauna,9323.780915,19472.17762,Echinodermata,Echinoidea,NA,NA,NA,NA
82660,Brisaster sp.,NA,Urchins dollars cucumbers,NA,Motile_epifauna,1614.64566,715.4463955,Echinodermata,Echinoidea,Spatangoida,Schizasteridae,Brisaster,NA
82670,Brisaster townsendi,NA,Urchins dollars cucumbers,NA,Motile_epifauna,396.4298002,0,Echinodermata,Echinoidea,Spatangoida,Schizasteridae,Brisaster,townsendi
82672,NA,large green heart urchin,NA,NA,Motile_epifauna,0,0,Echinodermata,Echinoidea,NA,NA,NA,NA
82673,NA,oval heart urchin,NA,NA,Motile_epifauna,0,0,Echinodermata,Echinoidea,NA,NA,NA,NA
82675,Brisaster latifrons,heart urchin,Urchins dollars cucumbers,NA,Motile_epifauna,54204.62307,33012.96559,Echinodermata,Echinoidea,Spatangoida,Schizasteridae,Brisaster,latifrons
82676,Brisaster owstoni,NA,Urchins dollars cucumbers,NA,Motile_epifauna,439.6555707,0,Echinodermata,Echinoidea,Spatangoida,Schizasteridae,Brisaster,owstoni
82680,Spatangus californicus,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Echinoidea,Spatangoida,Spatangidae,Spatangus,californicus
82685,Brissopsis pacifica,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Echinoidea,Spatangoida,Brissidae,Brissopsis,pacifica
82690,Marginoproctus sp.,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Echinoidea,Clypeasteroida,Fibulariidae,Marginoproctus,NA
82691,Marginoproctus djakonovi,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Echinoidea,Clypeasteroida,Fibulariidae,Marginoproctus,djakonovi
82730,NA,sand dollar unid.,Urchins dollars cucumbers,NA,Motile_epifauna,2429.424698,0,Echinodermata,Echinoidea,NA,NA,NA,NA
82740,Echinarachnius parma,parma sand dollar,Urchins dollars cucumbers,Motile_epifauna,Motile_epifauna,252.0513318,0,Echinodermata,Echinoidea,Clypeasteroida,Echinarachniidae,Echinarachnius,parma
82741,Dendraster excentricus,NA,Urchins dollars cucumbers,NA,Motile_epifauna,6.980946314,0,Echinodermata,Echinoidea,Clypeasteroida,Dendrasteridae,Dendraster,excentricus
82750,NA,crinoid unid.,Urchins dollars cucumbers,NA,Motile_epifauna,50.25328784,13.60005911,Echinodermata,Crinoidea,NA,NA,NA,NA
82751,Ptilocrinus pinnatus,yellow sea lily,NA,NA,Motile_epifauna,0,0,Echinodermata,Crinoidea,Hyocrinida,Hyocrinidae,Ptilocrinus,pinnatus
82755,Heliometra glacialis,NA,Urchins dollars cucumbers,NA,Motile_epifauna,0.160582884,0.741240721,Echinodermata,Crinoidea,Comatulida,Antedonidae,Heliometra,glacialis
82757,Retiometra alascana,Alaskan crinoid,Urchins dollars cucumbers,NA,Motile_epifauna,0.086822558,0,Echinodermata,Crinoidea,Comatulida,Antedonidae,Retiometra,alascana
82760,Florometra sp.,NA,Urchins dollars cucumbers,NA,Motile_epifauna,18.4617152,15.39501984,Echinodermata,Crinoidea,Comatulida,Antedonidae,Florometra,NA
82761,Florometra acririma,NA,Urchins dollars cucumbers,NA,Motile_epifauna,0,0.868699108,Echinodermata,Crinoidea,Comatulida,Antedonidae,Florometra,acririma
82765,Florometra inexpectata,NA,Urchins dollars cucumbers,NA,Motile_epifauna,16.3253224,228.0443647,Echinodermata,Crinoidea,Comatulida,Antedonidae,Florometra,inexpectata
82770,Florometra serratissima,featherstar crinoid,Urchins dollars cucumbers,NA,Motile_epifauna,63.02351583,6.242358404,Echinodermata,Crinoidea,Comatulida,Antedonidae,Florometra,serratissima
82771,Florometra asperrima,common northern feather star,Urchins dollars cucumbers,NA,Motile_epifauna,45.33933646,19.28176722,Echinodermata,Crinoidea,Comatulida,Antedonidae,Florometra,asperrima
82772,Psathyrometra fragilis,NA,Urchins dollars cucumbers,NA,Motile_epifauna,0,0.080927369,Echinodermata,Crinoidea,Comatulida,Antedonidae,Psathyrometra,fragilis
82773,Psathyrometra profundorum,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Crinoidea,Comatulida,Antedonidae,Psathyrometra,profundorum
82775,Fariometra sp.,dwarf feather star,Urchins dollars cucumbers,NA,Motile_epifauna,0.151131381,0,Echinodermata,Crinoidea,NA,NA,Fariometra,NA
83000,Ophiuroidea,brittlestar unid.,Brittle stars,NA,Motile_epifauna,742.0338594,282.577994,Echinodermata,Ophiuroidea,NA,NA,NA,NA
83010,Ophiuridae,NA,Brittle stars,Motile_epifauna,Motile_epifauna,3.615808506,0,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,NA,NA
83020,Gorgonocephalus eucnemis,basketstar,Brittle stars,Motile_epifauna,Motile_epifauna,74039.68166,4363.773835,Echinodermata,Ophiuroidea,Phrynophiurida,Gorgonocephalidae,Gorgonocephalus,eucnemis
83021,Gorgonocephalus sp. cf. arcticus,NA,Brittle stars,NA,Motile_epifauna,392.6859736,0,Echinodermata,Ophiuroidea,Phrynophiurida,Gorgonocephalidae,Gorgonocephalus,sp. cf. arcticus
83022,Gorgonocephalus sp.,NA,Brittle stars,NA,Motile_epifauna,477.5461408,145.5163698,Echinodermata,Ophiuroidea,Phrynophiurida,Gorgonocephalidae,Gorgonocephalus,NA
83025,Astrophyton pardalis,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Ophiuroidea,Phrynophiurida,Gorgonocephalidae,Astrophyton,pardalis
83055,Asteronychidae,NA,Brittle stars,NA,Motile_epifauna,5.469149015,0,Echinodermata,Ophiuroidea,Phrynophiurida,Asteronychidae,NA,NA
83060,Asteronyx sp.,NA,Brittle stars,NA,Motile_epifauna,310.0482668,0,Echinodermata,Ophiuroidea,Phrynophiurida,Asteronychidae,Asteronyx,NA
83064,Asteroschema sp.,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Ophiuroidea,Phrynophiurida,Asteroschematidae,Asteroschema,NA
83065,Asteroschema sublaeve,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Ophiuroidea,Phrynophiurida,Asteroschematidae,Asteroschema,sublaeve
83070,Asteronyx loveni,serpent sea star,Brittle stars,NA,Motile_epifauna,2067.595681,18.41934814,Echinodermata,Ophiuroidea,Phrynophiurida,Asteronychidae,Asteronyx,loveni
83075,Asteronyx longifissus,NA,Brittle stars,NA,Motile_epifauna,0.070271452,0,Echinodermata,Ophiuroidea,Phrynophiurida,Asteronychidae,Asteronyx,longifissus
83080,Astrochele laevis,NA,Brittle stars,NA,Motile_epifauna,8.573518233,2.134515789,Echinodermata,Ophiuroidea,Phrynophiurida,Gorgonocephalidae,Astrochele,laevis
83081,Astrochele sp. A (Clark 2006),NA,Brittle stars,NA,Motile_epifauna,2.913443042,0,Echinodermata,Ophiuroidea,Phrynophiurida,Gorgonocephalidae,Astrochele,"sp. A (Clark, 2006)"
83090,Astrochele sp.,NA,Brittle stars,NA,Motile_epifauna,3.886467802,0,Echinodermata,Ophiuroidea,Phrynophiurida,Gorgonocephalidae,Astrochele,NA
83310,Ophiura sp.,NA,Brittle stars,Motile_epifauna,Motile_epifauna,5.57119374,0,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,NA
83311,Ophiura cryptolepis,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,cryptolepis
83312,Ophiura quadrispina,four spined brittle star,Brittle stars,NA,Motile_epifauna,1.688380959,0,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,quadrispina
83313,Ophiura maculata,NA,NA,Motile_epifauna,Motile_epifauna,0,0,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,maculata
83319,Ophiura luetkenii,gray brittle star,Brittle stars,NA,Motile_epifauna,1.789087023,0,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,Ophiura luetkenii
83320,Ophiura sarsii,notched brittlestar,Brittle stars,Motile_epifauna,Motile_epifauna,458.7786988,363.7864418,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,sarsii
83336,Stegophiura nodosa,NA,Brittle stars,NA,Motile_epifauna,3.350254172,3.172730636,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Stegophiura,nodosa
83337,Amphiophiura sp. A (Clark 2006),NA,Brittle stars,NA,Motile_epifauna,0,0.111354002,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Amphiophiura,"sp. A (Clark, 2006)"
83338,Amphiophiura superba,NA,Brittle stars,NA,Motile_epifauna,1.149702802,0,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Amphiophiura,superba
83339,Amphiophiura sp.,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Amphiophiura,NA
83340,Stegophiura ponderosa,NA,Brittle stars,NA,Motile_epifauna,7640.17314,1919.998375,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Stegophiura,ponderosa
83341,Ophiophthalmus normani,NA,Brittle stars,NA,Motile_epifauna,44.64715067,0.748078477,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,Ophiophthalmus,normani
83342,Ophiacantha sp.,NA,Brittle stars,NA,Motile_epifauna,51.69003934,6.111503421,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,Ophiacantha,NA
83343,Ophiacantha enneactis,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,Ophiacantha,enneactis
83344,Ophiacantha diplasia,NA,Brittle stars,NA,Motile_epifauna,12.99322155,0.570192729,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,Ophiacantha,diplasia
83345,Ophiophthalmus cataleimmoidus,NA,Brittle stars,NA,Motile_epifauna,313.0405021,3.115238603,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,Ophiophthalmus,cataleimmoidus
83346,Ophiacantha sp. cf. rhachophora,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,Ophiacantha,sp. cf. rhachophora
83347,Ophiacantha sp. A,NA,Brittle stars,NA,Motile_epifauna,0.036694716,0.075430089,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,Ophiacantha,sp. A
83348,Ophiacantha bidentata,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,Ophiacantha,bidentata
83360,Ophiopholis sp.,NA,Brittle stars,Motile_epifauna,Motile_epifauna,116.2471105,173.3269897,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,Ophiopholis,NA
83390,Ophiopholis longispina,NA,Brittle stars,NA,Motile_epifauna,75.1368319,45.58914582,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,Ophiopholis,longispina
83391,Ophiopholis japonica,NA,Brittle stars,NA,Motile_epifauna,144.5521483,11.06982599,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,Ophiopholis,japonica
83392,Ophiopholis kennerleyi,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,Ophiopholis,kennerleyi
83400,Ophiopholis aculeata,ubiquitous brittle star,Brittle stars,Motile_epifauna,Motile_epifauna,799.4215875,349.300379,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,Ophiopholis,aculeata
83402,Ophioscolex sp.,NA,Brittle stars,NA,Motile_epifauna,0,1.71710337,Echinodermata,Ophiuroidea,Phrynophiurida,Ophiomyxidae,Ophioscolex,NA
83403,Ophioscolex corynetes,NA,Brittle stars,NA,Motile_epifauna,0.155385667,0,Echinodermata,Ophiuroidea,Phrynophiurida,Ophiomyxidae,Ophioscolex,corynetes
83405,Ophiothrix sp.,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Ophiuroidea,Ophiurida,Ophiothricidae,Ophiothrix,NA
83406,Ophiothrix spiculata,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Ophiuroidea,Ophiurida,Ophiothricidae,Ophiothrix,spiculata
83407,Ophiomusium jolliensis,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiomusium,jolliensis
83408,Ophiosphalma sp. cf. jolliensis,NA,Brittle stars,NA,Motile_epifauna,0,0.621682545,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiosphalma,sp. cf. jolliensis
83409,Ophiomusium sp.,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiomusium,NA
83411,Ophiolebes sp.,NA,Brittle stars,NA,Motile_epifauna,4.720486007,16.98968906,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,Ophiolebes,NA
83412,Ophiosemnotes pachybactra,thick spined brittle star,Brittle stars,NA,Motile_epifauna,0.933933541,0,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,Ophiosemnotes,pachybactra
83413,Ophiosemnotes brevispina,short spined brittle star,NA,NA,Motile_epifauna,0,0,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,Ophiosemnotes,brevispina
83414,Ophiosemnotes tylota,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,Ophiosemnotes,tylota
83415,Ophiosemnotes paucispina,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,Ophiosemnotes,paucispina
83416,Ophiolebes sp. A (Clark 2006),NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,Ophiolebes,"sp. A (Clark, 2006)"
83417,Ophiolebes sp. B (Clark 2006),NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,Ophiolebes,"sp. B (Clark, 2006)"
83418,Ophiolebes sp. C (Clark 2006),NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,Ophiolebes,"sp. C (Clark, 2006)"
83419,Ophiolebes sp. D (Clark 2006),NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,Ophiolebes,"sp. D (Clark, 2006)"
83420,Ophiolebes sp. E (Clark 2006),NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,Ophiolebes,"sp. E (Clark, 2006)"
83421,Ophiolebes sp. F (Clark 2006),NA,Brittle stars,NA,Motile_epifauna,0.836049137,0,Echinodermata,Ophiuroidea,Ophiurida,Ophiacanthidae,Ophiolebes,"sp. F (Clark, 2006)"
83480,Ophiomusium lymani,NA,NA,NA,Motile_epifauna,0,0,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiomusium,lymani
