RACE,SCIENTIFIC,COMMON,ECOPATH_Num,ECOPATH_Name
98000,Ascidiacea,tunicate unid.,99,Urochordata
98001,Ascidian n. sp. A,cow-eye tunicate,99,Urochordata
98105,Boltenia ovifera,(blank),99,Urochordata
98100,Boltenia sp.,(blank),99,Urochordata
98101,Boltenia villosa,(blank),99,Urochordata
98331,Chelyosoma productum,(blank),99,Urochordata
98206,Cnemidocarpa finmarkiensis,broad base tunicate,99,Urochordata
98212,Distaplia occidentalis,(blank),99,Urochordata
98213,Distaplia smithi,(blank),99,Urochordata
98210,Distaplia sp.,(blank),99,Urochordata
98214,Distaplia sp. A (Clark 2006),(blank),99,Urochordata
98205,Halocynthia aurantium,sea peach,99,Urochordata
98324,Halocynthia hispidus,hairy tunicate,99,Urochordata
98204,Halocynthia igaboja,(blank),99,Urochordata
98200,Halocynthia sp.,sea peach unid.,99,Urochordata
99902,Molgula griffithsii,sea grape,99,Urochordata
99904,Molgula retortiformis,sea clod,99,Urochordata
99900,Molgula sp.,(blank),99,Urochordata
98340,Polyclinum planum,(blank),99,Urochordata
98071,Pyrosoma atlantiicum,(blank),99,Urochordata
98003,Pyrosoma sp.,green colonial tunicate,99,Urochordata
98207,Pyura haustor,wrinkled tunicate,99,Urochordata
98082,Styela rustica,sea potato,99,Urochordata
98080,Styela sp.,(blank),99,Urochordata
98084,Styela sp. B (Clark 2006),(blank),99,Urochordata
98320,Synoicum sp.,sea blob,99,Urochordata
98321,Trididemnum opacum,(blank),99,Urochordata
21740,Gadus chalcogrammus,walleye pollock,31,W. Pollock
50001,(blank),worm unid.,0,worm unid.
10210,Limanda aspera,yellowfin sole,40,YF. Sole
22232,Careproctus scottae,peachskin snailfish,72,Misc. fish shallow
98312,Aplidium sp.,(blank),99,Urochordata
69321,Paralithodes sp.,(blank),85,King Crab
69075,Pagurus samuelis,bluehand hermit,93,Hermit crabs
71212,Dirona pellucida,(blank),92,Snails
85081,Chiridota albatrossii,(blank),91,Urchins dollars cucumbers
24115,Bothrocara hollandi,Japan Sea eelpout,54,Eelpouts
91104,Acanthascus sp. B,thin-lipped vase sponge,101,Sponges
91115,Phorbas sp.,(blank),101,Sponges
95016,Bugula sp.,(blank),104,Misc. worms 
95039,Alcyonidium disciforme,disc bryozoan,104,Misc. worms 
66204,Lebbeus polaris,(blank),88,NP shrimp
74322,Panomya norvegica,Arctic roughmya,102,Bivalves
40509,Phacellophora sp.,(blank),105,Scyphozoid Jellies
66533,Metacrangon sp.,(blank),88,NP shrimp
80545,Henricia aleutica,(blank),89,Sea stars
21820,Sternoptychidae,hatchetfish unid.,56,Misc. fish deep
72760,Buccinum castaneum,chestnut whelk,92,Snails
160,Selachii egg case,shark egg case unid.,0,Gen Chondrychthyes
44047,Stylaster venustus,,97,Corals
44103,Plumarella hapala,,97,Corals
44042,Errinopora undulata,undulate-fan hydrocoral,97,Corals
83319,Ophiura luetkenii,gray brittle star,90,Brittle stars
72763,Bathybuccinum sp.,,92,Snails
83412,Ophiosemnotes pachybactra,thick spined brittle star,90,Brittle stars
91217,Plakina atka,red convoluted sponge,101,Sponges
71889,Neptunea sp. C (McLean and Clark),,92,Snails
65101,Lepas sp.,pelagic gooseneck barnacle,94,Misc. Crustacean
91099,Cladocroce kiska,,101,Sponges
71730,Colus aphelus,oblique whelk,92,Snails
60110,Gammaridae,gammarid amphipod unid.,95,Benthic Amphipods
72735,Buccinidae,,92,Snails
80159,Asteriidae,,89,Sea stars
66145,Caridea,caridid shrimp unid.,0,Gen Shrimp
93100,Priapulida,priapulid worm unid.,104,Misc. worms 
71773,Beringius aleuticus,,92,Snails
64100,Mysidae,,109,Mysids
10100,Pleuronectidae,righteye flounder unid.,0,Gen flatfish
53700,Nephtyidae,cat worm unid.,103,Polychaetes
72514,Calliostoma variegatum,,92,Snails
73201,Olivella biplicata,purple olive,92,Snails
43224,Epizoanthus scotinus,orange zooanthid,97,Corals
75120,Gari californica,,102,Bivalves
75235,Glycymeris sp.,bittersweets,102,Bivalves
72768,Ancistrolepis bicinctus,tw-ribbed whelk,92,Snails
66616,Argis sp. cf. ovifer (CAS),,88,NP shrimp
21340,Malacocottus kincaidi,blackfin sculpin,71,Other sculpins
69559,Polycheles sp.,,86,Misc. crabs
69553,Munidopsis quadrata,long-armed pinch bug,86,Misc. crabs
